"graph distance" "common neighbors" "jaccard coef" "adamic - adar" "pref attachment"
-3 0 0.0 0.0 56
-3 0 0.0 0.0 36
-4 0 0.0 0.0 8
-3 0 0.0 0.0 32
-3 0 0.0 0.0 28
-3 0 0.0 0.0 4
-4 0 0.0 0.0 4
-4 0 0.0 0.0 8
-3 0 0.0 0.0 8
-2 1 0.1111111111111111 0.32351545314867247 24
-3 0 0.0 0.0 40
-3 0 0.0 0.0 12
-4 0 0.0 0.0 8
-3 0 0.0 0.0 24
-4 0 0.0 0.0 12
-3 0 0.0 0.0 48
-3 0 0.0 0.0 28
-3 0 0.0 0.0 32
-3 0 0.0 0.0 32
-3 0 0.0 0.0 32
-4 0 0.0 0.0 4
-3 0 0.0 0.0 36
-3 0 0.0 0.0 60
-3 0 0.0 0.0 36
-3 0 0.0 0.0 72
-3 0 0.0 0.0 16
-3 0 0.0 0.0 8
-3 0 0.0 0.0 4
-3 0 0.0 0.0 16
-3 0 0.0 0.0 36
-3 0 0.0 0.0 8
-2 1 0.1111111111111111 0.5581106265512472 24
-3 0 0.0 0.0 16
-4 0 0.0 0.0 8
-4 0 0.0 0.0 8
-2 1 0.14285714285714285 0.5581106265512472 16
-3 0 0.0 0.0 84
-3 0 0.0 0.0 24
-4 0 0.0 0.0 16
-2 1 0.125 0.3396232718951086 20
-3 0 0.0 0.0 36
-2 1 0.16666666666666666 0.5581106265512472 12
-3 0 0.0 0.0 24
-2 1 0.05 0.32351545314867247 68
-3 0 0.0 0.0 40
-3 0 0.0 0.0 4
-3 0 0.0 0.0 24
-3 0 0.0 0.0 8
-3 0 0.0 0.0 24
-3 0 0.0 0.0 32
-3 0 0.0 0.0 84
-4 0 0.0 0.0 4
-3 0 0.0 0.0 24
-2 1 0.08333333333333333 0.32351545314867247 36
-2 1 0.1111111111111111 0.3396232718951086 24
-4 0 0.0 0.0 8
-3 0 0.0 0.0 20
-3 0 0.0 0.0 28
-3 0 0.0 0.0 12
-3 0 0.0 0.0 44
-2 1 0.08333333333333333 0.4170323914242463 36
-2 1 0.043478260869565216 0.32351545314867247 80
-3 0 0.0 0.0 8
-3 0 0.0 0.0 28
-3 0 0.0 0.0 56
-3 0 0.0 0.0 8
-3 0 0.0 0.0 28
-3 0 0.0 0.0 28
-2 1 0.14285714285714285 0.32351545314867247 16
-3 0 0.0 0.0 24
-3 0 0.0 0.0 40
-3 0 0.0 0.0 16
-2 1 0.125 0.4170323914242463 20
-4 0 0.0 0.0 20
-6 0 0.0 0.0 4
-3 0 0.0 0.0 48
-4 0 0.0 0.0 8
-3 0 0.0 0.0 64
-3 0 0.0 0.0 28
-4 0 0.0 0.0 12
-3 0 0.0 0.0 20
-3 0 0.0 0.0 24
-4 0 0.0 0.0 8
-4 0 0.0 0.0 28
-3 0 0.0 0.0 24
-3 0 0.0 0.0 8
-3 0 0.0 0.0 8
-3 0 0.0 0.0 132
-4 0 0.0 0.0 4
-4 0 0.0 0.0 20
-3 0 0.0 0.0 72
-4 0 0.0 0.0 32
-2 1 0.1111111111111111 0.32351545314867247 24
-3 0 0.0 0.0 52
-2 1 0.14285714285714285 0.32351545314867247 16
-4 0 0.0 0.0 16
-2 1 0.14285714285714285 0.3396232718951086 16
-3 0 0.0 0.0 52
-2 1 0.16666666666666666 0.4170323914242463 12
-4 0 0.0 0.0 8
-4 0 0.0 0.0 8
-3 0 0.0 0.0 20
-3 0 0.0 0.0 52
-4 0 0.0 0.0 8
-3 0 0.0 0.0 36
-3 0 0.0 0.0 60
-4 0 0.0 0.0 12
-4 0 0.0 0.0 20
-3 0 0.0 0.0 16
-3 0 0.0 0.0 32
-3 0 0.0 0.0 16
-3 0 0.0 0.0 8
-3 0 0.0 0.0 36
-4 0 0.0 0.0 16
-3 0 0.0 0.0 16
-4 0 0.0 0.0 28
-3 0 0.0 0.0 64
-3 0 0.0 0.0 16
-3 0 0.0 0.0 8
-2 1 0.0625 0.32351545314867247 52
-2 1 0.029411764705882353 0.32351545314867247 124
-2 1 0.14285714285714285 0.4170323914242463 16
-3 0 0.0 0.0 24
-3 0 0.0 0.0 124
-4 0 0.0 0.0 12
-4 0 0.0 0.0 8
-3 0 0.0 0.0 8
-2 1 0.07142857142857142 0.3396232718951086 44
-3 0 0.0 0.0 16
-3 0 0.0 0.0 80
-4 0 0.0 0.0 32
-3 0 0.0 0.0 36
-4 0 0.0 0.0 16
-4 0 0.0 0.0 16
-4 0 0.0 0.0 16
-4 0 0.0 0.0 28
-2 1 0.1111111111111111 0.32351545314867247 24
-4 0 0.0 0.0 60
-3 0 0.0 0.0 16
-3 0 0.0 0.0 44
-4 0 0.0 0.0 20
-4 0 0.0 0.0 20
-3 0 0.0 0.0 96
-2 1 0.1 0.3396232718951086 28
-2 1 0.16666666666666666 0.5581106265512472 12
-385 0 0.0 0.0 0
-3 0 0.0 0.0 20
-2 1 0.14285714285714285 0.4170323914242463 16
-3 0 0.0 0.0 72
-3 0 0.0 0.0 24
-4 0 0.0 0.0 8
-3 0 0.0 0.0 12
-3 0 0.0 0.0 8
-3 0 0.0 0.0 20
-3 0 0.0 0.0 28
-5 0 0.0 0.0 4
-3 0 0.0 0.0 12
-4 0 0.0 0.0 12
-4 0 0.0 0.0 8
-3 0 0.0 0.0 28
-4 0 0.0 0.0 28
-3 0 0.0 0.0 20
-3 0 0.0 0.0 20
-3 0 0.0 0.0 16
-4 0 0.0 0.0 4
-2 1 0.03571428571428571 0.32351545314867247 100
-3 0 0.0 0.0 16
-2 1 0.1 0.32351545314867247 28
-3 0 0.0 0.0 8
-3 0 0.0 0.0 36
-3 0 0.0 0.0 44
-3 0 0.0 0.0 52
-4 0 0.0 0.0 4
-3 0 0.0 0.0 20
-4 0 0.0 0.0 16
-3 0 0.0 0.0 44
-3 0 0.0 0.0 28
-3 0 0.0 0.0 20
-2 1 0.047619047619047616 0.32351545314867247 72
-3 0 0.0 0.0 28
-3 0 0.0 0.0 16
-4 0 0.0 0.0 20
-2 1 0.14285714285714285 0.3396232718951086 16
-4 0 0.0 0.0 12
-4 0 0.0 0.0 12
-3 0 0.0 0.0 4
-5 0 0.0 0.0 4
-2 1 0.027777777777777776 0.32351545314867247 132
-3 0 0.0 0.0 24
-4 0 0.0 0.0 4
-2 1 0.04 0.32351545314867247 88
-4 0 0.0 0.0 4
-3 0 0.0 0.0 36
-3 0 0.0 0.0 44
-4 0 0.0 0.0 4
-3 0 0.0 0.0 20
-2 1 0.2 0.3396232718951086 8
-3 0 0.0 0.0 48
-3 0 0.0 0.0 12
-2 2 0.15384615384615385 0.7405478445729188 44
-2 1 0.14285714285714285 0.3396232718951086 16
-3 0 0.0 0.0 12
-2 1 0.07692307692307693 0.3396232718951086 40
-4 0 0.0 0.0 8
-3 0 0.0 0.0 20
-4 0 0.0 0.0 36
-4 0 0.0 0.0 32
-2 1 0.0625 0.4170323914242463 52
-3 0 0.0 0.0 24
-3 0 0.0 0.0 16
-3 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 8
-2 1 0.125 0.32351545314867247 20
-3 0 0.0 0.0 52
-3 0 0.0 0.0 16
-4 0 0.0 0.0 16
-3 0 0.0 0.0 72
-3 0 0.0 0.0 24
-3 0 0.0 0.0 16
-3 0 0.0 0.0 8
-4 0 0.0 0.0 24
-3 0 0.0 0.0 124
-3 0 0.0 0.0 88
-4 0 0.0 0.0 12
-3 0 0.0 0.0 68
-4 0 0.0 0.0 4
-4 0 0.0 0.0 20
-4 0 0.0 0.0 8
-4 0 0.0 0.0 24
-3 0 0.0 0.0 36
-3 0 0.0 0.0 8
-4 0 0.0 0.0 4
-3 0 0.0 0.0 36
-3 0 0.0 0.0 8
-5 0 0.0 0.0 8
-3 0 0.0 0.0 44
-3 0 0.0 0.0 16
-3 0 0.0 0.0 100
-2 1 0.2 0.3396232718951086 8
-3 0 0.0 0.0 20
-2 2 0.06451612903225806 0.663138725043781 116
-3 0 0.0 0.0 8
-385 0 0.0 0.0 0
-3 0 0.0 0.0 68
-3 0 0.0 0.0 4
-1 1 0.09090909090909091 0.3284587387530511 36
-1 0 0.0 0.0 24
-1 1 0.038461538461538464 0.5581106265512472 126
-1 0 0.0 0.0 18
-1 0 0.0 0.0 18
-3 0 0.0 0.0 66
-4 0 0.0 0.0 18
-3 0 0.0 0.0 96
-3 0 0.0 0.0 12
-4 0 0.0 0.0 12
-4 0 0.0 0.0 96
-4 0 0.0 0.0 24
-4 0 0.0 0.0 42
-4 0 0.0 0.0 42
-4 0 0.0 0.0 36
-3 0 0.0 0.0 54
-4 0 0.0 0.0 18
-3 0 0.0 0.0 84
-3 0 0.0 0.0 72
-4 0 0.0 0.0 30
-3 0 0.0 0.0 60
-3 0 0.0 0.0 72
-4 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 48
-3 0 0.0 0.0 102
-385 0 0.0 0.0 0
-3 0 0.0 0.0 72
-2 2 0.08695652173913043 1.0498062591975328 114
-3 0 0.0 0.0 126
-3 0 0.0 0.0 36
-4 0 0.0 0.0 18
-3 0 0.0 0.0 258
-4 0 0.0 0.0 12
-3 0 0.0 0.0 78
-4 0 0.0 0.0 18
-2 1 0.038461538461538464 0.7213475204444817 126
-4 0 0.0 0.0 6
-5 0 0.0 0.0 18
-3 0 0.0 0.0 72
-3 0 0.0 0.0 18
-3 0 0.0 0.0 24
-4 0 0.0 0.0 6
-3 0 0.0 0.0 30
-3 0 0.0 0.0 48
-4 0 0.0 0.0 30
-5 0 0.0 0.0 6
-4 0 0.0 0.0 36
-4 0 0.0 0.0 18
-3 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 12
-3 0 0.0 0.0 24
-3 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-3 0 0.0 0.0 24
-5 0 0.0 0.0 6
-3 0 0.0 0.0 36
-3 0 0.0 0.0 72
-2 1 0.07142857142857142 0.3284587387530511 54
-3 0 0.0 0.0 30
-3 0 0.0 0.0 42
-4 0 0.0 0.0 6
-5 0 0.0 0.0 6
-3 0 0.0 0.0 132
-5 0 0.0 0.0 6
-2 2 0.03773584905660377 1.0498062591975328 294
-3 0 0.0 0.0 18
-4 0 0.0 0.0 66
-4 0 0.0 0.0 60
-4 0 0.0 0.0 18
-4 0 0.0 0.0 12
-5 0 0.0 0.0 6
-3 0 0.0 0.0 30
-4 0 0.0 0.0 36
-3 0 0.0 0.0 24
-3 0 0.0 0.0 192
-3 0 0.0 0.0 102
-3 0 0.0 0.0 12
-4 0 0.0 0.0 84
-3 0 0.0 0.0 96
-4 0 0.0 0.0 30
-4 0 0.0 0.0 12
-4 0 0.0 0.0 72
-3 0 0.0 0.0 48
-3 0 0.0 0.0 30
-3 0 0.0 0.0 48
-4 0 0.0 0.0 54
-4 0 0.0 0.0 78
-5 0 0.0 0.0 18
-3 0 0.0 0.0 60
-5 0 0.0 0.0 6
-4 0 0.0 0.0 18
-3 0 0.0 0.0 48
-3 0 0.0 0.0 102
-4 0 0.0 0.0 54
-4 0 0.0 0.0 24
-4 0 0.0 0.0 30
-4 0 0.0 0.0 48
-4 0 0.0 0.0 30
-3 0 0.0 0.0 84
-4 0 0.0 0.0 54
-4 0 0.0 0.0 6
-4 0 0.0 0.0 6
-4 0 0.0 0.0 12
-4 0 0.0 0.0 60
-4 0 0.0 0.0 18
-3 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 42
-3 0 0.0 0.0 48
-3 0 0.0 0.0 48
-5 0 0.0 0.0 6
-4 0 0.0 0.0 54
-4 0 0.0 0.0 108
-4 0 0.0 0.0 24
-4 0 0.0 0.0 6
-4 0 0.0 0.0 24
-3 0 0.0 0.0 54
-4 0 0.0 0.0 12
-3 0 0.0 0.0 24
-4 0 0.0 0.0 12
-2 1 0.038461538461538464 0.7213475204444817 126
-4 0 0.0 0.0 36
-4 0 0.0 0.0 24
-3 0 0.0 0.0 30
-3 0 0.0 0.0 54
-3 0 0.0 0.0 36
-3 0 0.0 0.0 102
-4 0 0.0 0.0 60
-4 0 0.0 0.0 12
-3 0 0.0 0.0 126
-3 0 0.0 0.0 36
-3 0 0.0 0.0 54
-4 0 0.0 0.0 12
-2 1 0.08333333333333333 0.9102392266268373 42
-4 0 0.0 0.0 18
-2 1 0.04 0.9102392266268373 120
-4 0 0.0 0.0 84
-4 0 0.0 0.0 12
-4 0 0.0 0.0 42
-2 1 0.08333333333333333 0.3284587387530511 42
-3 0 0.0 0.0 24
-3 0 0.0 0.0 24
-3 0 0.0 0.0 30
-4 0 0.0 0.0 72
-4 0 0.0 0.0 18
-2 1 0.09090909090909091 0.3284587387530511 36
-4 0 0.0 0.0 12
-3 0 0.0 0.0 42
-4 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 6
-3 0 0.0 0.0 30
-2 1 0.043478260869565216 0.9102392266268373 108
-4 0 0.0 0.0 48
-3 0 0.0 0.0 78
-3 0 0.0 0.0 24
-4 0 0.0 0.0 24
-3 0 0.0 0.0 18
-4 0 0.0 0.0 12
-3 0 0.0 0.0 12
-4 0 0.0 0.0 30
-3 0 0.0 0.0 78
-4 0 0.0 0.0 18
-4 0 0.0 0.0 30
-4 0 0.0 0.0 48
-4 0 0.0 0.0 24
-3 0 0.0 0.0 24
-4 0 0.0 0.0 12
-3 0 0.0 0.0 186
-3 0 0.0 0.0 24
-3 0 0.0 0.0 186
-4 0 0.0 0.0 12
-3 0 0.0 0.0 54
-4 0 0.0 0.0 24
-4 0 0.0 0.0 24
-4 0 0.0 0.0 42
-3 0 0.0 0.0 24
-3 0 0.0 0.0 66
-385 0 0.0 0.0 0
-3 0 0.0 0.0 24
-3 0 0.0 0.0 12
-4 0 0.0 0.0 18
-2 1 0.1 0.3284587387530511 30
-3 0 0.0 0.0 42
-5 0 0.0 0.0 6
-4 0 0.0 0.0 18
-3 0 0.0 0.0 42
-2 1 0.1 0.3284587387530511 30
-3 0 0.0 0.0 30
-4 0 0.0 0.0 24
-4 0 0.0 0.0 12
-5 0 0.0 0.0 6
-4 0 0.0 0.0 30
-3 0 0.0 0.0 24
-3 0 0.0 0.0 66
-3 0 0.0 0.0 42
-3 0 0.0 0.0 30
-3 0 0.0 0.0 24
-4 0 0.0 0.0 18
-4 0 0.0 0.0 6
-3 0 0.0 0.0 198
-2 1 0.09090909090909091 0.3284587387530511 36
-3 0 0.0 0.0 12
-3 0 0.0 0.0 24
-4 0 0.0 0.0 18
-4 0 0.0 0.0 12
-3 0 0.0 0.0 54
-2 1 0.05555555555555555 0.3284587387530511 78
-3 0 0.0 0.0 36
-2 1 0.07142857142857142 0.3284587387530511 54
-4 0 0.0 0.0 18
-3 0 0.0 0.0 30
-4 0 0.0 0.0 24
-4 0 0.0 0.0 12
-3 0 0.0 0.0 36
-4 0 0.0 0.0 6
-3 0 0.0 0.0 30
-4 0 0.0 0.0 12
-4 0 0.0 0.0 12
-3 0 0.0 0.0 12
-3 0 0.0 0.0 174
-4 0 0.0 0.0 12
-385 0 0.0 0.0 0
-3 0 0.0 0.0 102
-2 1 0.14285714285714285 0.3284587387530511 12
-4 0 0.0 0.0 24
-4 0 0.0 0.0 18
-3 0 0.0 0.0 18
-4 0 0.0 0.0 12
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 6
-3 0 0.0 0.0 60
-2 1 0.125 0.3284587387530511 18
-4 0 0.0 0.0 24
-3 0 0.0 0.0 42
-4 0 0.0 0.0 42
-3 0 0.0 0.0 60
-4 0 0.0 0.0 54
-4 0 0.0 0.0 12
-4 0 0.0 0.0 66
-4 0 0.0 0.0 24
-4 0 0.0 0.0 36
-2 2 0.08333333333333333 0.8865693653042983 120
-4 0 0.0 0.0 12
-3 0 0.0 0.0 108
-3 0 0.0 0.0 30
-3 0 0.0 0.0 12
-5 0 0.0 0.0 6
-3 0 0.0 0.0 204
-4 0 0.0 0.0 30
-3 0 0.0 0.0 36
-3 0 0.0 0.0 120
-4 0 0.0 0.0 12
-4 0 0.0 0.0 6
-3 0 0.0 0.0 18
-385 0 0.0 0.0 0
-3 0 0.0 0.0 30
-3 0 0.0 0.0 12
-3 0 0.0 0.0 54
-4 0 0.0 0.0 12
-4 0 0.0 0.0 48
-3 0 0.0 0.0 42
-4 0 0.0 0.0 12
-3 0 0.0 0.0 36
-3 0 0.0 0.0 36
-3 0 0.0 0.0 72
-4 0 0.0 0.0 48
-2 1 0.07142857142857142 0.5581106265512472 54
-4 0 0.0 0.0 90
-4 0 0.0 0.0 12
-2 1 0.0625 0.7213475204444817 66
-3 0 0.0 0.0 54
-3 0 0.0 0.0 66
-4 0 0.0 0.0 78
-4 0 0.0 0.0 12
-3 0 0.0 0.0 54
-3 0 0.0 0.0 90
-3 0 0.0 0.0 24
-3 0 0.0 0.0 30
-3 0 0.0 0.0 108
-4 0 0.0 0.0 42
-3 0 0.0 0.0 12
-3 0 0.0 0.0 54
-4 0 0.0 0.0 24
-3 0 0.0 0.0 24
-2 1 0.1111111111111111 0.5581106265512472 24
-3 0 0.0 0.0 42
-3 0 0.0 0.0 42
-2 1 0.047619047619047616 0.3284587387530511 96
-4 0 0.0 0.0 18
-3 0 0.0 0.0 78
-4 0 0.0 0.0 6
-3 0 0.0 0.0 36
-4 0 0.0 0.0 6
-3 0 0.0 0.0 132
-3 0 0.0 0.0 18
-3 0 0.0 0.0 6
-4 0 0.0 0.0 12
-3 0 0.0 0.0 54
-3 0 0.0 0.0 66
-5 0 0.0 0.0 6
-2 1 0.1 0.9102392266268373 30
-4 0 0.0 0.0 12
-3 0 0.0 0.0 66
-3 0 0.0 0.0 24
-3 0 0.0 0.0 120
-4 0 0.0 0.0 72
-4 0 0.0 0.0 48
-4 0 0.0 0.0 18
-2 1 0.0625 0.3284587387530511 66
-3 0 0.0 0.0 24
-3 0 0.0 0.0 60
-4 0 0.0 0.0 6
-4 0 0.0 0.0 30
-3 0 0.0 0.0 36
-4 0 0.0 0.0 36
-4 0 0.0 0.0 90
-4 0 0.0 0.0 48
-3 0 0.0 0.0 36
-3 0 0.0 0.0 48
-3 0 0.0 0.0 6
-2 1 0.09090909090909091 0.3284587387530511 36
-4 0 0.0 0.0 24
-4 0 0.0 0.0 30
-4 0 0.0 0.0 30
-4 0 0.0 0.0 12
-3 0 0.0 0.0 66
-5 0 0.0 0.0 30
-3 0 0.0 0.0 78
-3 0 0.0 0.0 54
-4 0 0.0 0.0 144
-2 1 0.14285714285714285 0.3284587387530511 12
-3 0 0.0 0.0 42
-4 0 0.0 0.0 42
-2 1 0.1 0.5581106265512472 30
-4 0 0.0 0.0 24
-4 0 0.0 0.0 108
-3 0 0.0 0.0 36
-2 1 0.1111111111111111 0.3284587387530511 24
-3 0 0.0 0.0 36
-3 0 0.0 0.0 60
-3 0 0.0 0.0 30
-3 0 0.0 0.0 108
-4 0 0.0 0.0 36
-3 0 0.0 0.0 186
-3 0 0.0 0.0 132
-3 0 0.0 0.0 18
-6 0 0.0 0.0 6
-4 0 0.0 0.0 12
-3 0 0.0 0.0 96
-3 0 0.0 0.0 102
-3 0 0.0 0.0 42
-3 0 0.0 0.0 30
-4 0 0.0 0.0 36
-3 0 0.0 0.0 54
-2 1 0.14285714285714285 0.3284587387530511 12
-4 0 0.0 0.0 12
-3 0 0.0 0.0 198
-5 0 0.0 0.0 6
-4 0 0.0 0.0 18
-3 0 0.0 0.0 54
-4 0 0.0 0.0 12
-3 0 0.0 0.0 12
-5 0 0.0 0.0 12
-2 1 0.037037037037037035 0.7213475204444817 132
-3 0 0.0 0.0 42
-3 0 0.0 0.0 66
-3 0 0.0 0.0 36
-3 0 0.0 0.0 24
-3 0 0.0 0.0 150
-3 0 0.0 0.0 24
-3 0 0.0 0.0 30
-4 0 0.0 0.0 6
-3 0 0.0 0.0 150
-4 0 0.0 0.0 6
-4 0 0.0 0.0 24
-3 0 0.0 0.0 78
-1 0 0.0 0.0 30
-1 0 0.0 0.0 54
-1 2 0.08 0.8919188272465812 126
-1 1 0.04 0.3284587387530511 120
-1 0 0.0 0.0 24
-3 0 0.0 0.0 66
-4 0 0.0 0.0 18
-3 0 0.0 0.0 96
-3 0 0.0 0.0 12
-4 0 0.0 0.0 12
-3 0 0.0 0.0 96
-4 0 0.0 0.0 24
-3 0 0.0 0.0 42
-4 0 0.0 0.0 42
-3 0 0.0 0.0 36
-3 0 0.0 0.0 54
-3 0 0.0 0.0 18
-3 0 0.0 0.0 84
-3 0 0.0 0.0 72
-3 0 0.0 0.0 30
-4 0 0.0 0.0 60
-2 1 0.058823529411764705 0.33380820069533407 72
-4 0 0.0 0.0 36
-4 0 0.0 0.0 12
-3 0 0.0 0.0 18
-3 0 0.0 0.0 48
-3 0 0.0 0.0 102
-385 0 0.0 0.0 0
-3 0 0.0 0.0 72
-2 1 0.041666666666666664 0.3284587387530511 114
-3 0 0.0 0.0 126
-3 0 0.0 0.0 36
-4 0 0.0 0.0 18
-2 2 0.0425531914893617 0.7889278140087528 258
-3 0 0.0 0.0 12
-3 0 0.0 0.0 78
-4 0 0.0 0.0 18
-3 0 0.0 0.0 126
-4 0 0.0 0.0 6
-4 0 0.0 0.0 18
-3 0 0.0 0.0 72
-3 0 0.0 0.0 18
-3 0 0.0 0.0 24
-4 0 0.0 0.0 6
-4 0 0.0 0.0 30
-3 0 0.0 0.0 48
-4 0 0.0 0.0 30
-4 0 0.0 0.0 6
-3 0 0.0 0.0 36
-4 0 0.0 0.0 18
-3 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 12
-3 0 0.0 0.0 24
-3 0 0.0 0.0 36
-4 0 0.0 0.0 12
-4 0 0.0 0.0 18
-4 0 0.0 0.0 24
-4 0 0.0 0.0 6
-3 0 0.0 0.0 36
-3 0 0.0 0.0 72
-2 1 0.07142857142857142 0.3284587387530511 54
-2 1 0.1 0.45511961331341866 30
-3 0 0.0 0.0 42
-4 0 0.0 0.0 6
-5 0 0.0 0.0 6
-3 0 0.0 0.0 132
-4 0 0.0 0.0 6
-2 2 0.03773584905660377 0.949793673312663 294
-3 0 0.0 0.0 18
-4 0 0.0 0.0 66
-3 0 0.0 0.0 60
-4 0 0.0 0.0 18
-4 0 0.0 0.0 12
-4 0 0.0 0.0 6
-2 1 0.1 0.33380820069533407 30
-3 0 0.0 0.0 36
-4 0 0.0 0.0 24
-3 0 0.0 0.0 192
-3 0 0.0 0.0 102
-4 0 0.0 0.0 12
-3 0 0.0 0.0 84
-3 0 0.0 0.0 96
-3 0 0.0 0.0 30
-3 0 0.0 0.0 12
-3 0 0.0 0.0 72
-3 0 0.0 0.0 48
-3 0 0.0 0.0 30
-3 0 0.0 0.0 48
-3 0 0.0 0.0 54
-3 0 0.0 0.0 78
-4 0 0.0 0.0 18
-3 0 0.0 0.0 60
-4 0 0.0 0.0 6
-3 0 0.0 0.0 18
-3 0 0.0 0.0 48
-2 1 0.045454545454545456 0.7213475204444817 102
-3 0 0.0 0.0 54
-3 0 0.0 0.0 24
-3 0 0.0 0.0 30
-4 0 0.0 0.0 48
-4 0 0.0 0.0 30
-2 1 0.05263157894736842 0.33380820069533407 84
-3 0 0.0 0.0 54
-4 0 0.0 0.0 6
-3 0 0.0 0.0 6
-3 0 0.0 0.0 12
