"graph distance" "common neighbors" "jaccard coef" "adamic - adar" "pref attachment"
-4 0 0.0 0.0 21
-3 0 0.0 0.0 35
-3 0 0.0 0.0 14
-4 0 0.0 0.0 7
-147 0 0.0 0.0 0
-4 0 0.0 0.0 7
-2 1 0.14285714285714285 0.48089834696298783 7
-4 0 0.0 0.0 7
-4 0 0.0 0.0 7
-3 0 0.0 0.0 7
-3 0 0.0 0.0 14
-147 0 0.0 0.0 0
-2 1 0.1111111111111111 0.7213475204444817 21
-147 0 0.0 0.0 7
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-4 0 0.0 0.0 28
-4 0 0.0 0.0 7
-147 0 0.0 0.0 0
-3 0 0.0 0.0 49
-3 0 0.0 0.0 7
-147 0 0.0 0.0 14
-147 0 0.0 0.0 0
-3 0 0.0 0.0 14
-4 0 0.0 0.0 35
-3 0 0.0 0.0 14
-6 0 0.0 0.0 7
-147 0 0.0 0.0 0
-147 0 0.0 0.0 7
-3 0 0.0 0.0 7
-3 0 0.0 0.0 7
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-4 0 0.0 0.0 7
-3 0 0.0 0.0 42
-147 0 0.0 0.0 0
-5 0 0.0 0.0 7
-3 0 0.0 0.0 21
-147 0 0.0 0.0 0
-3 0 0.0 0.0 28
-147 0 0.0 0.0 7
-3 0 0.0 0.0 21
-3 0 0.0 0.0 7
-147 0 0.0 0.0 0
-5 0 0.0 0.0 21
-3 0 0.0 0.0 7
-3 0 0.0 0.0 49
-4 0 0.0 0.0 7
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-1 0 0.0 0.0 2
-1 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 0
-147 0 0.0 0.0 8
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 18
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 12
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 4
-147 0 0.0 0.0 12
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 16
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 0
-147 0 0.0 0.0 14
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 8
-147 0 0.0 0.0 0
-147 0 0.0 0.0 8
-147 0 0.0 0.0 12
-147 0 0.0 0.0 0
-147 0 0.0 0.0 6
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 14
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 10
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 0
-147 0 0.0 0.0 8
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 14
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 8
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 8
-147 0 0.0 0.0 4
-147 0 0.0 0.0 18
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 16
-147 0 0.0 0.0 4
-147 0 0.0 0.0 14
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 16
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 8
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 10
-147 0 0.0 0.0 2
-147 0 0.0 0.0 30
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 10
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 8
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 10
-147 0 0.0 0.0 12
-147 0 0.0 0.0 2
-147 0 0.0 0.0 10
-147 0 0.0 0.0 0
-147 0 0.0 0.0 6
-147 0 0.0 0.0 2
-147 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 9
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 6
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 6
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 8
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 7
-147 0 0.0 0.0 1
-147 0 0.0 0.0 3
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 6
-147 0 0.0 0.0 0
-147 0 0.0 0.0 3
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 7
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 5
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 7
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 4
-147 0 0.0 0.0 2
-147 0 0.0 0.0 9
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 8
-147 0 0.0 0.0 2
-147 0 0.0 0.0 7
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 8
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 2
-147 0 0.0 0.0 0
-147 0 0.0 0.0 5
-147 0 0.0 0.0 1
-147 0 0.0 0.0 15
-147 0 0.0 0.0 0
-147 0 0.0 0.0 4
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 2
-147 0 0.0 0.0 5
-147 0 0.0 0.0 6
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 5
-2 1 1.0 1.4426950408889634 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-147 0 0.0 0.0 1
-147 0 0.0 0.0 2
-147 0 0.0 0.0 5
-147 0 0.0 0.0 0
-147 0 0.0 0.0 3
-147 0 0.0 0.0 1
-147 0 0.0 0.0 0
-147 0 0.0 0.0 1
-1 0 0.0 0.0 9
-1 0 0.0 0.0 27
-1 0 0.0 0.0 21
-4 0 0.0 0.0 9
-147 0 0.0 0.0 0
-3 0 0.0 0.0 12
-2 1 0.3333333333333333 0.45511961331341866 3
-3 0 0.0 0.0 6
-5 0 0.0 0.0 3
-3 0 0.0 0.0 27
-2 1 0.3333333333333333 0.5138983423697507 3
-6 0 0.0 0.0 3
-4 0 0.0 0.0 9
-147 0 0.0 0.0 3
-3 0 0.0 0.0 3
-5 0 0.0 0.0 3
-147 0 0.0 0.0 0
-3 0 0.0 0.0 3
-3 0 0.0 0.0 9
-147 0 0.0 0.0 3
-4 0 0.0 0.0 3
-4 0 0.0 0.0 6
-4 0 0.0 0.0 6
-3 0 0.0 0.0 3
-3 0 0.0 0.0 6
-4 0 0.0 0.0 6
-147 0 0.0 0.0 0
-2 1 0.125 0.5138983423697507 18
-4 0 0.0 0.0 3
-3 0 0.0 0.0 6
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-3 0 0.0 0.0 6
-3 0 0.0 0.0 6
-3 0 0.0 0.0 18
-3 0 0.0 0.0 3
-6 0 0.0 0.0 3
-4 0 0.0 0.0 24
-4 0 0.0 0.0 6
-4 0 0.0 0.0 3
-147 0 0.0 0.0 0
-3 0 0.0 0.0 21
-2 1 0.3333333333333333 0.5138983423697507 3
-3 0 0.0 0.0 9
-3 0 0.0 0.0 12
-147 0 0.0 0.0 0
-2 1 0.16666666666666666 0.45511961331341866 12
-4 0 0.0 0.0 18
-147 0 0.0 0.0 0
-3 0 0.0 0.0 9
-3 0 0.0 0.0 6
-4 0 0.0 0.0 3
-5 0 0.0 0.0 3
-4 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 1 0.1111111111111111 0.9102392266268373 21
-147 0 0.0 0.0 0
-3 0 0.0 0.0 6
-3 0 0.0 0.0 15
-3 0 0.0 0.0 6
-5 0 0.0 0.0 3
-147 0 0.0 0.0 0
-4 0 0.0 0.0 3
-5 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-5 0 0.0 0.0 3
-3 0 0.0 0.0 9
-147 0 0.0 0.0 0
-3 0 0.0 0.0 12
-4 0 0.0 0.0 9
-3 0 0.0 0.0 3
-4 0 0.0 0.0 3
-147 0 0.0 0.0 0
-4 0 0.0 0.0 3
-4 0 0.0 0.0 3
-4 0 0.0 0.0 6
-3 0 0.0 0.0 6
-147 0 0.0 0.0 3
-5 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 1 0.16666666666666666 0.45511961331341866 12
-147 0 0.0 0.0 0
-4 0 0.0 0.0 6
-5 0 0.0 0.0 3
-2 1 0.16666666666666666 0.45511961331341866 12
-4 0 0.0 0.0 6
-147 0 0.0 0.0 0
-5 0 0.0 0.0 3
-3 0 0.0 0.0 24
-4 0 0.0 0.0 6
-3 0 0.0 0.0 21
-5 0 0.0 0.0 6
-147 0 0.0 0.0 3
-2 1 0.25 0.5138983423697507 6
-2 1 0.1 0.45511961331341866 24
-4 0 0.0 0.0 3
-5 0 0.0 0.0 6
-147 0 0.0 0.0 0
-4 0 0.0 0.0 12
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 1 0.25 0.45511961331341866 6
-147 0 0.0 0.0 0
-2 1 0.14285714285714285 0.5138983423697507 15
-4 0 0.0 0.0 3
-2 1 0.058823529411764705 0.5138983423697507 45
-147 0 0.0 0.0 0
-4 0 0.0 0.0 6
-5 0 0.0 0.0 3
-3 0 0.0 0.0 6
-147 0 0.0 0.0 0
-2 1 0.16666666666666666 0.45511961331341866 12
-4 0 0.0 0.0 9
-5 0 0.0 0.0 3
-5 0 0.0 0.0 3
-147 0 0.0 0.0 6
-5 0 0.0 0.0 3
-147 0 0.0 0.0 3
-3 0 0.0 0.0 15
-3 0 0.0 0.0 18
-4 0 0.0 0.0 3
-5 0 0.0 0.0 3
-147 0 0.0 0.0 3
-3 0 0.0 0.0 15
-3 0 0.0 0.0 3
-147 0 0.0 0.0 0
-4 0 0.0 0.0 3
-3 0 0.0 0.0 3
-3 0 0.0 0.0 6
-4 0 0.0 0.0 15
-147 0 0.0 0.0 0
-2 2 0.5 1.365358839940256 9
-4 0 0.0 0.0 3
-147 0 0.0 0.0 0
-147 0 0.0 0.0 3
-1 0 0.0 0.0 20
-1 0 0.0 0.0 5
-1 1 0.09090909090909091 0.36926937306885504 35
-1 1 0.05263157894736842 0.5138983423697507 75
-1 0 0.0 0.0 35
-2 1 0.14285714285714285 0.7213475204444817 15
-147 0 0.0 0.0 0
-4 0 0.0 0.0 5
-3 0 0.0 0.0 10
-4 0 0.0 0.0 5
-4 0 0.0 0.0 45
-2 1 0.2 0.5138983423697507 5
-5 0 0.0 0.0 5
-3 0 0.0 0.0 15
-147 0 0.0 0.0 5
-4 0 0.0 0.0 5
-5 0 0.0 0.0 5
-147 0 0.0 0.0 0
-4 0 0.0 0.0 5
-2 1 0.14285714285714285 0.36926937306885504 15
-147 0 0.0 0.0 5
-3 0 0.0 0.0 5
-3 0 0.0 0.0 10
-3 0 0.0 0.0 10
-3 0 0.0 0.0 5
-3 0 0.0 0.0 10
-4 0 0.0 0.0 10
-147 0 0.0 0.0 0
-2 2 0.2222222222222222 1.0277966847395015 30
-5 0 0.0 0.0 5
-2 2 0.4 0.8831677154386057 10
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 2 0.4 0.8831677154386057 10
-3 0 0.0 0.0 10
-2 1 0.1 0.36926937306885504 30
-2 1 0.2 0.36926937306885504 5
-5 0 0.0 0.0 5
-3 0 0.0 0.0 40
-4 0 0.0 0.0 10
-4 0 0.0 0.0 5
-3 0 0.0 0.0 15
-147 0 0.0 0.0 0
-3 0 0.0 0.0 35
-2 1 0.2 0.5138983423697507 5
-2 1 0.14285714285714285 0.36926937306885504 15
-3 0 0.0 0.0 20
-147 0 0.0 0.0 0
-3 0 0.0 0.0 20
-3 0 0.0 0.0 30
-147 0 0.0 0.0 0
-2 1 0.14285714285714285 0.5138983423697507 15
-3 0 0.0 0.0 10
-4 0 0.0 0.0 5
-4 0 0.0 0.0 5
-5 0 0.0 0.0 5
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-3 0 0.0 0.0 35
-147 0 0.0 0.0 0
-5 0 0.0 0.0 10
-4 0 0.0 0.0 25
-2 1 0.16666666666666666 0.36926937306885504 10
-6 0 0.0 0.0 5
-147 0 0.0 0.0 0
-4 0 0.0 0.0 5
-3 0 0.0 0.0 5
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-4 0 0.0 0.0 5
-2 1 0.14285714285714285 0.36926937306885504 15
-147 0 0.0 0.0 0
-3 0 0.0 0.0 20
-3 0 0.0 0.0 15
-2 1 0.2 0.5138983423697507 5
-147 0 0.0 0.0 0
-3 0 0.0 0.0 5
-4 0 0.0 0.0 5
-5 0 0.0 0.0 10
-2 1 0.16666666666666666 0.36926937306885504 10
-147 0 0.0 0.0 5
-3 0 0.0 0.0 5
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-2 1 0.125 0.36926937306885504 20
-147 0 0.0 0.0 0
-4 0 0.0 0.0 10
-3 0 0.0 0.0 5
-4 0 0.0 0.0 20
-3 0 0.0 0.0 10
-3 0 0.0 0.0 45
-147 0 0.0 0.0 0
-5 0 0.0 0.0 5
-3 0 0.0 0.0 40
-4 0 0.0 0.0 10
-4 0 0.0 0.0 10
-147 0 0.0 0.0 5
-2 1 0.16666666666666666 0.5138983423697507 10
-2 1 0.08333333333333333 0.5138983423697507 40
-4 0 0.0 0.0 5
-4 0 0.0 0.0 10
-147 0 0.0 0.0 0
-4 0 0.0 0.0 20
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-3 0 0.0 0.0 10
-147 0 0.0 0.0 0
-4 0 0.0 0.0 5
-147 0 0.0 0.0 0
-3 0 0.0 0.0 10
-4 0 0.0 0.0 5
-3 0 0.0 0.0 10
-147 0 0.0 0.0 0
-3 0 0.0 0.0 5
-3 0 0.0 0.0 25
-3 0 0.0 0.0 5
-147 0 0.0 0.0 0
-3 0 0.0 0.0 5
-4 0 0.0 0.0 5
-2 1 0.16666666666666666 0.36926937306885504 10
-147 0 0.0 0.0 0
-2 1 0.14285714285714285 0.7213475204444817 15
-147 0 0.0 0.0 5
-3 0 0.0 0.0 20
-4 0 0.0 0.0 5
-3 0 0.0 0.0 5
-147 0 0.0 0.0 10
-3 0 0.0 0.0 5
-147 0 0.0 0.0 5
-2 1 0.1111111111111111 0.36926937306885504 25
-2 1 0.1 0.36926937306885504 30
-5 0 0.0 0.0 5
-147 0 0.0 0.0 5
-3 0 0.0 0.0 25
-147 0 0.0 0.0 0
-4 0 0.0 0.0 15
-5 0 0.0 0.0 5
-1 0 0.0 0.0 12
-1 0 0.0 0.0 12
-147 0 0.0 0.0 0
-5 0 0.0 0.0 4
-4 0 0.0 0.0 8
-3 0 0.0 0.0 4
-3 0 0.0 0.0 36
-3 0 0.0 0.0 4
-4 0 0.0 0.0 4
-2 1 0.16666666666666666 0.5138983423697507 12
-147 0 0.0 0.0 4
-5 0 0.0 0.0 4
-6 0 0.0 0.0 4
-147 0 0.0 0.0 0
-5 0 0.0 0.0 4
-3 0 0.0 0.0 12
-147 0 0.0 0.0 4
-3 0 0.0 0.0 4
-3 0 0.0 0.0 8
-4 0 0.0 0.0 8
-4 0 0.0 0.0 4
-3 0 0.0 0.0 8
-4 0 0.0 0.0 8
-147 0 0.0 0.0 0
-3 0 0.0 0.0 24
-6 0 0.0 0.0 4
-3 0 0.0 0.0 8
-147 0 0.0 0.0 0
-147 0 0.0 0.0 0
-3 0 0.0 0.0 8
-4 0 0.0 0.0 8
-3 0 0.0 0.0 24
-3 0 0.0 0.0 4
-4 0 0.0 0.0 4
