source target "does edge exist"
116 269 0
116 143 0
116 271 0
116 275 0
116 149 0
116 280 0
116 153 0
116 157 0
116 287 0
116 296 0
116 303 0
116 304 0
116 305 0
116 307 0
116 308 0
116 312 0
116 313 0
116 188 0
116 316 0
116 318 0
116 192 0
116 194 0
116 198 0
116 199 0
116 200 0
116 328 0
116 1384652 0
116 204 0
116 206 0
116 332 0
116 340 0
116 341 0
116 342 0
116 219 0
116 350 0
116 224 0
116 225 0
116 227 0
116 357 0
116 230 0
116 358 0
116 363 0
116 364 0
116 117 0
116 2090742 0
116 120 0
116 121 0
116 122 0
87 206 1
87 5 0
87 17 0
87 25 0
87 26 0
87 27 0
87 30 0
87 32 0
87 34 0
87 35 0
87 36 0
87 39 0
87 40 0
87 45 0
87 46 0
87 48 0
87 50 0
87 51 0
87 55 0
87 58 0
87 67 0
87 71 0
87 72 0
87 79 0
87 83 0
87 85 0
87 86 0
87 131 0
87 136 0
87 137 0
87 266 0
87 267 0
87 2089740 0
87 269 0
87 143 0
87 271 0
87 275 0
87 149 0
87 280 0
87 153 0
87 157 0
87 287 0
87 296 0
87 303 0
87 304 0
87 305 0
87 307 0
87 308 0
87 312 0
87 313 0
87 188 0
87 316 0
87 318 0
87 192 0
87 194 0
87 198 0
87 199 0
87 200 0
87 328 0
87 1384652 0
87 204 0
87 332 0
87 340 0
87 341 0
87 342 0
87 216 0
87 92 0
87 219 0
87 350 0
87 224 0
87 225 0
87 227 0
87 101 0
87 230 0
87 357 0
87 358 0
87 106 0
87 363 0
87 364 0
87 117 0
87 2090742 0
87 120 0
87 121 0
87 122 0
46 194 1
46 36 1
46 5 0
46 17 0
46 25 0
46 26 0
46 27 0
46 30 0
46 32 0
46 34 0
46 35 0
46 39 0
46 40 0
46 45 0
46 266 0
46 267 0
46 2089740 0
46 269 0
46 271 0
46 275 0
46 280 0
46 287 0
46 296 0
46 303 0
46 48 0
46 304 0
46 50 0
46 51 0
46 305 0
46 307 0
46 308 0
46 55 0
46 312 0
46 313 0
46 58 0
46 316 0
46 318 0
46 67 0
46 71 0
46 72 0
46 328 0
46 332 0
46 79 0
46 83 0
46 340 0
46 85 0
46 86 0
46 341 0
46 342 0
46 92 0
46 350 0
46 101 0
46 357 0
46 358 0
46 106 0
46 363 0
46 364 0
46 117 0
46 120 0
46 121 0
46 122 0
46 131 0
46 136 0
46 137 0
46 143 0
46 149 0
46 153 0
46 157 0
46 188 0
46 192 0
46 198 0
46 199 0
46 200 0
46 1384652 0
46 204 0
46 206 0
46 216 0
46 219 0
46 224 0
46 225 0
46 227 0
46 230 0
46 2090742 0
55 5 0
55 17 0
55 25 0
55 26 0
55 27 0
55 30 0
55 32 0
55 34 0
55 35 0
55 36 0
55 39 0
55 40 0
55 45 0
55 48 0
55 50 0
55 51 0
55 266 0
55 267 0
55 2089740 0
55 269 0
55 271 0
55 275 0
55 280 0
55 287 0
55 296 0
55 303 0
55 304 0
55 305 0
55 307 0
55 308 0
55 312 0
55 313 0
55 58 0
55 316 0
55 318 0
55 67 0
55 71 0
55 72 0
55 328 0
55 332 0
55 79 0
55 83 0
55 340 0
55 85 0
55 86 0
55 341 0
55 342 0
55 92 0
55 350 0
55 101 0
55 357 0
55 358 0
55 106 0
55 363 0
55 364 0
55 117 0
55 120 0
55 121 0
55 122 0
55 131 0
55 136 0
55 137 0
55 143 0
55 149 0
55 153 0
55 157 0
55 188 0
55 192 0
55 194 0
55 198 0
55 199 0
55 200 0
55 1384652 0
55 204 0
55 206 0
55 216 0
55 219 0
55 224 0
55 225 0
55 227 0
55 230 0
55 2090742 0
227 5 0
227 17 0
227 25 0
227 26 0
227 27 0
227 30 0
227 32 0
227 34 0
227 35 0
227 36 0
227 39 0
227 40 0
227 45 0
227 48 0
227 50 0
227 51 0
227 58 0
227 67 0
227 71 0
227 72 0
227 79 0
227 83 0
227 85 0
227 86 0
227 92 0
227 101 0
227 106 0
227 117 0
227 120 0
227 121 0
227 122 0
227 131 0
227 136 0
227 137 0
227 143 0
227 149 0
227 153 0
227 157 0
227 188 0
227 192 0
227 194 0
227 198 0
227 199 0
227 200 0
227 1384652 0
227 204 0
227 206 0
227 216 0
227 219 0
227 224 0
227 225 0
227 266 0
227 267 0
227 2089740 0
227 269 0
227 271 0
227 275 0
227 280 0
227 287 0
227 296 0
227 303 0
227 304 0
227 305 0
227 307 0
227 308 0
227 312 0
227 313 0
227 316 0
227 318 0
227 328 0
227 332 0
227 340 0
227 341 0
227 342 0
227 350 0
227 357 0
227 230 0
227 358 0
227 363 0
227 364 0
227 2090742 0
85 5 0
85 17 0
85 25 0
85 26 0
85 27 0
85 30 0
85 32 0
85 34 0
85 35 0
85 36 0
85 39 0
85 40 0
85 45 0
85 48 0
85 50 0
85 51 0
85 58 0
85 67 0
85 71 0
85 72 0
85 79 0
85 83 0
85 266 0
85 267 0
85 2089740 0
85 269 0
85 271 0
85 275 0
85 280 0
85 287 0
85 296 0
85 303 0
85 304 0
85 305 0
85 307 0
85 308 0
85 312 0
85 313 0
85 316 0
85 318 0
85 328 0
85 332 0
85 340 0
85 341 0
85 86 0
85 342 0
85 92 0
85 350 0
85 101 0
85 357 0
85 358 0
85 106 0
85 363 0
85 364 0
85 117 0
85 120 0
85 121 0
85 122 0
85 131 0
85 136 0
85 137 0
85 143 0
85 149 0
85 153 0
85 157 0
85 188 0
85 192 0
85 194 0
85 198 0
85 199 0
85 200 0
85 1384652 0
85 204 0
85 206 0
85 216 0
85 219 0
85 224 0
85 225 0
85 230 0
85 2090742 0
122 117 1
122 72 1
122 5 0
122 17 0
122 25 0
122 26 0
122 27 0
122 30 0
122 32 0
122 34 0
122 35 0
122 36 0
122 39 0
122 40 0
122 45 0
122 48 0
122 50 0
122 51 0
122 58 0
122 67 0
122 71 0
122 79 0
122 83 0
122 86 0
122 92 0
122 101 0
122 106 0
122 120 0
122 121 0
122 131 0
122 136 0
122 137 0
122 266 0
122 267 0
122 2089740 0
122 269 0
122 143 0
122 271 0
122 275 0
122 149 0
122 280 0
122 153 0
122 157 0
122 287 0
122 296 0
122 303 0
122 304 0
122 305 0
122 307 0
122 308 0
122 312 0
122 313 0
122 188 0
122 316 0
122 318 0
122 192 0
122 194 0
122 198 0
122 199 0
122 200 0
122 328 0
122 1384652 0
122 204 0
122 206 0
122 332 0
122 340 0
122 341 0
122 342 0
122 216 0
122 219 0
122 350 0
122 224 0
122 225 0
122 357 0
122 230 0
122 358 0
122 363 0
122 364 0
122 2090742 0
67 51 1
67 83 1
67 5 0
67 17 0
67 25 0
67 26 0
67 27 0
67 30 0
67 32 0
67 34 0
67 35 0
67 36 0
67 39 0
67 40 0
67 45 0
67 48 0
67 50 0
67 58 0
67 266 0
67 267 0
67 2089740 0
67 269 0
67 271 0
67 275 0
67 280 0
67 287 0
67 296 0
67 303 0
67 304 0
67 305 0
67 307 0
67 308 0
67 312 0
67 313 0
67 316 0
67 318 0
67 71 0
67 72 0
67 328 0
67 332 0
67 79 0
67 340 0
67 86 0
67 341 0
67 342 0
67 92 0
67 350 0
67 101 0
67 357 0
67 358 0
67 106 0
67 363 0
67 364 0
67 117 0
67 120 0
67 121 0
67 131 0
67 136 0
67 137 0
67 143 0
67 149 0
67 153 0
67 157 0
67 188 0
67 192 0
67 194 0
67 198 0
67 199 0
67 200 0
67 1384652 0
67 204 0
67 206 0
67 216 0
67 219 0
67 224 0
67 225 0
67 230 0
67 2090742 0
2090742 188 1
2090742 5 0
2090742 17 0
2090742 25 0
2090742 26 0
2090742 27 0
2090742 30 0
2090742 32 0
2090742 34 0
2090742 35 0
2090742 36 0
2090742 39 0
2090742 40 0
2090742 45 0
2090742 48 0
2090742 50 0
2090742 51 0
2090742 58 0
2090742 71 0
2090742 72 0
2090742 79 0
2090742 83 0
2090742 86 0
2090742 92 0
2090742 101 0
2090742 106 0
2090742 117 0
2090742 120 0
2090742 121 0
2090742 131 0
2090742 136 0
2090742 137 0
2090742 143 0
2090742 149 0
2090742 153 0
2090742 157 0
2090742 192 0
2090742 194 0
2090742 198 0
2090742 199 0
2090742 200 0
2090742 1384652 0
2090742 204 0
2090742 206 0
2090742 216 0
2090742 219 0
2090742 224 0
2090742 225 0
2090742 230 0
2090742 328 0
2090742 266 0
2090742 267 0
2090742 2089740 0
2090742 269 0
2090742 332 0
2090742 271 0
2090742 275 0
2090742 340 0
2090742 341 0
2090742 342 0
2090742 280 0
2090742 350 0
2090742 287 0
2090742 357 0
2090742 358 0
2090742 296 0
2090742 363 0
2090742 364 0
2090742 303 0
2090742 304 0
2090742 305 0
2090742 307 0
2090742 308 0
2090742 312 0
2090742 313 0
2090742 316 0
2090742 318 0
86 5 0
86 17 0
86 25 0
86 26 0
86 27 0
86 30 0
86 32 0
86 34 0
86 35 0
86 36 0
86 39 0
86 40 0
86 45 0
86 48 0
86 50 0
86 51 0
86 58 0
86 71 0
86 72 0
86 79 0
86 83 0
86 266 0
86 267 0
86 2089740 0
86 269 0
86 271 0
86 275 0
86 280 0
86 287 0
86 296 0
86 303 0
86 304 0
86 305 0
86 307 0
86 308 0
86 312 0
86 313 0
86 316 0
86 318 0
86 328 0
86 332 0
86 340 0
86 341 0
86 342 0
86 92 0
86 350 0
86 101 0
86 357 0
86 358 0
86 106 0
86 363 0
86 364 0
86 117 0
86 120 0
86 121 0
86 131 0
86 136 0
86 137 0
86 143 0
86 149 0
86 153 0
86 157 0
86 188 0
86 192 0
86 194 0
86 198 0
86 199 0
86 200 0
86 1384652 0
86 204 0
86 206 0
86 216 0
86 219 0
86 224 0
86 225 0
86 230 0
51 5 0
51 17 0
51 25 0
51 26 0
51 27 0
51 30 0
51 32 0
51 34 0
51 35 0
51 36 0
51 39 0
51 40 0
51 45 0
51 48 0
51 50 0
51 266 0
51 267 0
51 2089740 0
51 269 0
51 271 0
51 275 0
51 280 0
51 287 0
51 296 0
51 303 0
51 304 0
51 305 0
51 307 0
51 308 0
51 312 0
51 313 0
51 58 0
51 316 0
51 318 0
51 71 0
51 72 0
51 328 0
51 332 0
51 79 0
51 83 0
51 340 0
51 341 0
51 342 0
51 92 0
51 350 0
51 101 0
51 357 0
51 358 0
51 106 0
51 363 0
51 364 0
51 117 0
51 120 0
51 121 0
51 131 0
51 136 0
51 137 0
51 143 0
51 149 0
51 153 0
51 157 0
51 188 0
51 192 0
51 194 0
51 198 0
51 199 0
51 200 0
51 1384652 0
51 204 0
51 206 0
51 216 0
51 219 0
51 224 0
51 225 0
51 230 0
39 2089740 1
39 83 1
39 5 0
39 17 0
39 25 0
39 26 0
39 27 0
39 30 0
39 32 0
39 34 0
39 35 0
39 36 0
39 266 0
39 267 0
39 269 0
39 271 0
39 275 0
39 280 0
39 287 0
39 40 0
39 296 0
39 45 0
39 303 0
39 48 0
39 304 0
39 50 0
39 305 0
39 307 0
39 308 0
39 312 0
39 313 0
39 58 0
39 316 0
39 318 0
39 71 0
39 72 0
39 328 0
39 332 0
39 79 0
39 340 0
39 341 0
39 342 0
39 92 0
39 350 0
39 101 0
39 357 0
39 358 0
39 106 0
39 363 0
39 364 0
39 117 0
39 120 0
39 121 0
39 131 0
39 136 0
39 137 0
39 143 0
39 149 0
39 153 0
39 157 0
39 188 0
39 192 0
39 194 0
39 198 0
39 199 0
39 200 0
39 1384652 0
39 204 0
39 206 0
39 216 0
39 219 0
39 224 0
39 225 0
39 230 0
40 26 1
40 58 1
40 2089740 1
40 71 1
40 271 1
40 5 0
40 17 0
40 25 0
40 27 0
40 30 0
40 32 0
40 34 0
40 35 0
40 36 0
40 266 0
40 267 0
40 269 0
40 275 0
40 280 0
40 287 0
40 296 0
40 45 0
40 303 0
40 48 0
40 304 0
40 50 0
40 305 0
40 307 0
40 308 0
40 312 0
40 313 0
40 316 0
40 318 0
40 72 0
40 328 0
40 332 0
40 79 0
40 83 0
40 340 0
40 341 0
40 342 0
40 92 0
40 350 0
40 101 0
40 357 0
40 358 0
40 106 0
40 363 0
40 364 0
40 117 0
40 120 0
40 121 0
40 131 0
40 136 0
40 137 0
40 143 0
40 149 0
40 153 0
40 157 0
40 188 0
40 192 0
40 194 0
40 198 0
40 199 0
40 200 0
40 1384652 0
40 204 0
40 206 0
40 216 0
40 219 0
40 224 0
40 225 0
40 230 0
267 188 1
267 280 1
267 25 1
267 192 1
267 121 1
267 2089740 1
267 83 1
267 5 0
267 17 0
267 26 0
267 27 0
267 30 0
267 32 0
267 34 0
267 35 0
267 36 0
267 45 0
267 48 0
267 50 0
267 58 0
267 71 0
267 72 0
267 79 0
267 92 0
267 101 0
267 106 0
267 117 0
267 120 0
267 131 0
267 136 0
267 137 0
267 143 0
267 149 0
267 153 0
267 157 0
267 194 0
267 198 0
267 199 0
267 200 0
267 1384652 0
267 204 0
267 206 0
267 216 0
267 219 0
267 224 0
267 225 0
267 230 0
267 266 0
267 269 0
267 271 0
267 275 0
267 287 0
267 296 0
267 303 0
267 304 0
267 305 0
267 307 0
267 308 0
267 312 0
267 313 0
267 316 0
267 318 0
267 328 0
267 332 0
267 340 0
267 341 0
267 342 0
267 350 0
267 357 0
267 358 0
267 363 0
267 364 0
200 188 1
200 106 1
200 304 1
200 5 0
200 17 0
200 25 0
200 26 0
200 27 0
200 30 0
200 32 0
200 34 0
200 35 0
200 36 0
200 45 0
200 48 0
200 50 0
200 58 0
200 71 0
200 72 0
200 79 0
200 83 0
200 92 0
200 101 0
200 117 0
200 120 0
200 121 0
200 131 0
200 136 0
200 137 0
200 143 0
200 149 0
200 153 0
200 157 0
200 192 0
200 194 0
200 198 0
200 199 0
200 266 0
200 2089740 0
200 269 0
200 271 0
200 275 0
200 280 0
200 287 0
200 296 0
200 303 0
200 305 0
200 307 0
200 308 0
200 312 0
200 313 0
200 316 0
200 318 0
200 328 0
200 1384652 0
200 204 0
200 206 0
200 332 0
200 340 0
200 341 0
200 342 0
200 216 0
200 219 0
200 350 0
200 224 0
200 225 0
200 357 0
200 230 0
200 358 0
200 363 0
200 364 0
188 280 1
188 5 0
188 17 0
188 25 0
188 26 0
188 27 0
188 30 0
188 32 0
188 34 0
188 35 0
188 36 0
188 45 0
188 48 0
188 50 0
188 58 0
188 71 0
188 72 0
188 79 0
188 83 0
188 92 0
188 101 0
188 106 0
188 117 0
188 120 0
188 121 0
188 131 0
188 136 0
188 137 0
188 143 0
188 149 0
188 153 0
188 157 0
188 266 0
188 2089740 0
188 269 0
188 271 0
188 275 0
188 287 0
188 296 0
188 303 0
188 304 0
188 305 0
188 307 0
188 308 0
188 312 0
188 313 0
188 316 0
188 318 0
188 192 0
188 194 0
188 198 0
188 199 0
188 328 0
188 1384652 0
188 204 0
188 206 0
188 332 0
188 340 0
188 341 0
188 342 0
188 216 0
188 219 0
188 350 0
188 224 0
188 225 0
188 357 0
188 230 0
188 358 0
188 363 0
188 364 0
120 275 1
120 266 1
120 5 0
120 17 0
120 25 0
120 26 0
120 27 0
120 30 0
120 32 0
120 34 0
120 35 0
120 36 0
120 45 0
120 48 0
120 50 0
120 58 0
120 71 0
120 72 0
120 79 0
120 83 0
120 92 0
120 101 0
120 106 0
120 117 0
120 131 0
120 136 0
120 137 0
120 2089740 0
120 269 0
120 143 0
120 271 0
120 149 0
120 280 0
120 153 0
120 157 0
120 287 0
120 296 0
120 303 0
120 304 0
120 305 0
120 307 0
120 308 0
120 312 0
120 313 0
120 316 0
120 318 0
120 192 0
120 194 0
120 198 0
120 199 0
120 328 0
120 1384652 0
120 204 0
120 206 0
120 332 0
120 340 0
120 341 0
120 342 0
120 216 0
120 219 0
120 350 0
120 224 0
120 225 0
120 357 0
120 230 0
120 358 0
120 363 0
120 364 0
120 121 0
275 230 1
275 5 0
275 17 0
275 25 0
275 26 0
275 27 0
275 30 0
275 32 0
275 34 0
275 35 0
275 36 0
275 45 0
275 48 0
275 50 0
275 58 0
275 71 0
275 72 0
275 79 0
275 83 0
275 92 0
275 101 0
275 106 0
275 117 0
275 121 0
275 131 0
275 136 0
275 137 0
275 143 0
275 149 0
275 153 0
275 157 0
275 192 0
275 194 0
275 198 0
275 199 0
275 1384652 0
275 204 0
275 206 0
275 216 0
275 219 0
275 224 0
275 225 0
275 266 0
275 2089740 0
275 269 0
275 271 0
275 328 0
275 332 0
275 340 0
275 341 0
275 342 0
275 280 0
275 350 0
275 287 0
275 357 0
275 358 0
275 296 0
275 363 0
275 364 0
275 303 0
275 304 0
275 305 0
275 307 0
275 308 0
275 312 0
275 313 0
275 316 0
275 318 0
266 5 0
266 17 0
266 25 0
266 26 0
266 27 0
266 30 0
266 32 0
266 34 0
266 35 0
266 36 0
266 45 0
266 48 0
266 50 0
266 58 0
266 71 0
266 72 0
266 79 0
266 83 0
266 92 0
266 101 0
266 106 0
266 117 0
266 121 0
266 131 0
266 136 0
266 137 0
266 143 0
266 149 0
266 153 0
266 157 0
266 192 0
266 194 0
266 198 0
266 199 0
266 1384652 0
266 204 0
266 206 0
266 216 0
266 219 0
266 224 0
266 225 0
266 230 0
266 328 0
266 2089740 0
266 269 0
266 332 0
266 271 0
266 340 0
266 341 0
266 342 0
266 280 0
266 350 0
266 287 0
266 357 0
266 358 0
266 296 0
266 363 0
266 364 0
266 303 0
266 304 0
266 305 0
266 307 0
266 308 0
266 312 0
266 313 0
266 316 0
266 318 0
280 5 0
280 17 0
280 25 0
280 26 0
280 27 0
280 30 0
280 32 0
280 34 0
280 35 0
280 36 0
280 45 0
280 48 0
280 50 0
280 58 0
280 71 0
280 72 0
280 79 0
280 83 0
280 92 0
280 101 0
280 106 0
280 117 0
280 121 0
280 131 0
280 136 0
280 137 0
280 143 0
280 149 0
280 153 0
280 157 0
280 192 0
280 194 0
280 198 0
280 199 0
280 1384652 0
280 204 0
280 206 0
280 216 0
280 219 0
280 224 0
280 225 0
280 230 0
280 2089740 0
280 269 0
280 271 0
280 328 0
280 332 0
280 340 0
280 341 0
280 342 0
280 350 0
280 287 0
280 357 0
280 358 0
280 296 0
280 363 0
280 364 0
280 303 0
280 304 0
280 305 0
280 307 0
280 308 0
280 312 0
280 313 0
280 316 0
280 318 0
206 83 1
206 5 0
206 17 0
206 25 0
206 26 0
206 27 0
206 30 0
206 32 0
206 34 0
206 35 0
206 36 0
206 45 0
206 48 0
206 50 0
206 58 0
206 71 0
206 72 0
206 79 0
206 92 0
206 101 0
206 106 0
206 117 0
206 121 0
206 131 0
206 136 0
206 137 0
206 143 0
206 149 0
206 153 0
206 157 0
206 192 0
206 194 0
206 198 0
206 199 0
206 1384652 0
206 204 0
206 2089740 0
206 269 0
206 271 0
206 287 0
206 296 0
206 303 0
206 304 0
206 305 0
206 307 0
206 308 0
206 312 0
206 313 0
206 316 0
206 318 0
206 328 0
206 332 0
206 340 0
206 341 0
206 342 0
206 216 0
206 219 0
206 350 0
206 224 0
206 225 0
206 357 0
206 230 0
206 358 0
206 363 0
206 364 0
34 25 1
34 230 1
34 5 0
34 17 0
34 26 0
34 27 0
34 30 0
34 32 0
34 2089740 0
34 269 0
34 271 0
34 287 0
34 35 0
34 36 0
34 296 0
34 45 0
34 303 0
34 48 0
34 304 0
34 50 0
34 305 0
34 307 0
34 308 0
34 312 0
34 313 0
34 58 0
34 316 0
34 318 0
34 71 0
34 72 0
34 328 0
34 332 0
34 79 0
34 83 0
34 340 0
34 341 0
34 342 0
34 92 0
34 350 0
34 101 0
34 357 0
34 358 0
34 106 0
34 363 0
34 364 0
34 117 0
34 121 0
34 131 0
34 136 0
34 137 0
34 143 0
34 149 0
34 153 0
34 157 0
34 192 0
34 194 0
34 198 0
34 199 0
34 1384652 0
34 204 0
34 216 0
34 219 0
34 224 0
34 225 0
25 192 1
25 269 1
25 332 1
25 117 1
25 5 0
25 17 0
25 2089740 0
25 271 0
25 26 0
25 27 0
25 30 0
25 287 0
25 32 0
25 35 0
25 36 0
25 296 0
25 45 0
25 303 0
25 48 0
25 304 0
25 50 0
25 305 0
25 307 0
25 308 0
25 312 0
25 313 0
25 58 0
25 316 0
25 318 0
25 71 0
25 72 0
25 328 0
25 79 0
25 83 0
25 340 0
25 341 0
25 342 0
25 92 0
25 350 0
25 101 0
25 357 0
25 358 0
25 106 0
25 363 0
25 364 0
25 121 0
25 131 0
25 136 0
25 137 0
25 143 0
25 149 0
25 153 0
25 157 0
25 194 0
25 198 0
25 199 0
25 1384652 0
25 204 0
25 216 0
25 219 0
25 224 0
25 225 0
25 230 0
192 106 1
192 328 1
192 5 0
192 17 0
192 26 0
192 27 0
192 30 0
192 32 0
192 35 0
192 36 0
192 45 0
192 48 0
192 50 0
192 58 0
192 71 0
192 72 0
192 79 0
192 83 0
192 92 0
192 101 0
192 117 0
192 121 0
192 131 0
192 136 0
192 137 0
192 143 0
192 149 0
192 153 0
192 157 0
192 2089740 0
192 269 0
192 271 0
192 287 0
192 296 0
192 303 0
192 304 0
192 305 0
192 307 0
192 308 0
192 312 0
192 313 0
192 316 0
192 318 0
192 194 0
192 198 0
192 199 0
192 1384652 0
192 204 0
192 332 0
192 340 0
192 341 0
192 342 0
192 216 0
192 219 0
192 350 0
192 224 0
192 225 0
192 357 0
192 230 0
192 358 0
192 363 0
192 364 0
48 117 1
48 5 0
48 17 0
48 26 0
48 27 0
48 30 0
48 32 0
48 35 0
48 36 0
48 45 0
48 2089740 0
48 269 0
48 271 0
48 287 0
48 296 0
48 303 0
48 304 0
48 305 0
48 50 0
48 307 0
48 308 0
48 312 0
48 313 0
48 58 0
48 316 0
48 318 0
48 71 0
48 72 0
48 328 0
48 332 0
48 79 0
48 83 0
48 340 0
48 341 0
48 342 0
48 92 0
48 350 0
48 101 0
48 357 0
48 358 0
48 106 0
48 363 0
48 364 0
48 121 0
48 131 0
48 136 0
48 137 0
48 143 0
48 149 0
48 153 0
48 157 0
48 194 0
48 198 0
48 199 0
48 1384652 0
48 204 0
48 216 0
48 219 0
48 224 0
48 225 0
48 230 0
149 225 1
149 35 1
149 2089740 1
149 5 0
149 17 0
149 26 0
149 27 0
149 30 0
149 32 0
149 36 0
149 45 0
149 50 0
149 58 0
149 71 0
